Gene ID	Gene Name	'relapsing-remitting multiple sclerosis' vs 'normal' .foldChange	'relapsing-remitting multiple sclerosis' vs 'normal'.pValue
ENSG00000052749	RRP12	0.7	0.0422644753826801
ENSG00000052795	FNIP2	-0.5	0.17796050467141
ENSG00000052802	MSMO1	-0.2	0.451389003369244
ENSG00000052841	TTC17	-0.1	0.564635721476127
ENSG00000053254	FOXN3	-0.3	0.266317779937415
ENSG00000053371	AKR7A2	0.6	0.0860142169118597
ENSG00000053372	MRTO4	0.3	0.385068691379259
ENSG00000053438	NNAT	-1.0	0.0418093755477909
ENSG00000053501	USE1	0.6	0.0939331687796913
ENSG00000053524	MCF2L2	-0.4	0.398205765990892
ENSG00000053702	NRIP2	-0.2	0.544211716780814
ENSG00000053770	AP5M1	-0.4	0.336738892312425
ENSG00000053900	ANAPC4	-0.6	0.111415185256866
ENSG00000053918	KCNQ1	0.5	0.075267355136787
ENSG00000054116	TRAPPC3	0.5	0.0639574817894529
ENSG00000054148	PHPT1	0.8	0.0167924839338121
ENSG00000054179	ENTPD2	0.6	0.31020149398977
ENSG00000054219	LY75	-0.3	0.417916468536791
ENSG00000054267	ARID4B	-0.6	0.106435191408915
ENSG00000054277	OPN3	-0.2	0.536075890313839
ENSG00000054356	PTPRN	1.2	0.0275821173183673
ENSG00000054392	HHAT	-0.6	0.100301081499625
ENSG00000054523	KIF1B	-0.1	0.799257236547435
ENSG00000054611	TBC1D22A	0.5	0.046960855764619
ENSG00000054654	SYNE2	-0.6	0.021000367274232
ENSG00000054793	ATP9A	0.1	0.735254662579648
ENSG00000054965	FAM168A	-0.1	0.777540128372638
ENSG00000054967	RELT	0.5	0.107902828894518
ENSG00000054983	GALC	-0.4	0.29231354797519
ENSG00000055044	NOP58	-0.3	0.186043076274233
ENSG00000055070	SZRD1	0.4	0.0368978009014303
ENSG00000055118	KCNH2	0.1	0.819771133662893
ENSG00000055130	CUL1	-0.2	0.574739344766634
ENSG00000055208	TAB2	-0.5	0.260088160197608
ENSG00000055211	GINM1	0.2	0.240052326815718
ENSG00000055332	EIF2AK2	0.5	0.206160982327824
ENSG00000055483	USP36	-0.3	0.0549710149388713
ENSG00000055609	KMT2C	-0.7	0.0353370936072378
ENSG00000055917	PUM2	-0.6	0.0974497002296493
ENSG00000055950	MRPL43	0.7	0.0308101322449839
ENSG00000055955	ITIH4	0.5	0.323487934293574
ENSG00000056050	HPF1	-0.1	0.832706693386662
ENSG00000056097	ZFR	-0.5	0.182207088846758
ENSG00000056277	ZNF280C	-1.0	0.0173456368219913
ENSG00000056558	TRAF1	-0.1	0.798026472758241
ENSG00000056586	RC3H2	-0.5	0.198023904437369
ENSG00000056736	IL17RB	-0.3	0.46295063308336
ENSG00000056972	TRAF3IP2	-0.1	0.773203728791785
ENSG00000057019	DCBLD2	-0.3	0.622278359342921
ENSG00000057252	SOAT1	-0.2	0.361470710320071
ENSG00000057294	PKP2	-0.3	0.57881853977263
ENSG00000057608	GDI2	0.1	0.871015052656479
ENSG00000057657	PRDM1	-0.3	0.301002727803705
ENSG00000057663	ATG5	-0.2	0.639415455580612
ENSG00000057704	TMCC3	0.2	0.560576211028289
ENSG00000057757	PITHD1	0.3	0.121136129477825
ENSG00000057935	MTA3	-0.1	0.634423606342178
ENSG00000058056	USP13	-0.5	0.120538576220317
ENSG00000058063	ATP11B	-0.6	0.12011040595218
ENSG00000058091	CDK14	-0.3	0.487809755125268
ENSG00000058262	SEC61A1	0.3	0.0861940839288036
ENSG00000058272	PPP1R12A	-0.7	0.0881786056835954
ENSG00000058453	CROCC	-0.1	0.661402009413957
ENSG00000058600	POLR3E	-0.5	0.00878596009879922
ENSG00000058668	ATP2B4	-0.4	0.243211854385067
ENSG00000058729	RIOK2	-0.2	0.454919197375686
ENSG00000058799	YIPF1	0.9	0.00382550441364267
ENSG00000058804	NDC1	-0.7	0.0334695337063584
ENSG00000058866	DGKG	-0.1	0.55764037712808
ENSG00000059122	FLYWCH1	0.2	0.6651237970234
ENSG00000059145	UNKL	-0.3	0.298588182395244
ENSG00000059377	TBXAS1	0.7	0.00161245062817166
ENSG00000059573	ALDH18A1	-0.2	0.354072890207295
ENSG00000059588	TARBP1	-0.6	0.0525579361789366
ENSG00000059691	GATB	0.1	0.811706528769701
ENSG00000059728	MXD1	0.1	0.670478321048463
ENSG00000059758	CDK17	-0.6	0.102861532495236
ENSG00000059769	DNAJC25	-0.1	0.924742717149909
ENSG00000059804	SLC2A3	0.1	0.794601686264865
ENSG00000059915	PSD	0.1	0.783901635637418
ENSG00000060069	CTDP1	0.4	0.171102905980568
ENSG00000060140	STYK1	-0.1	0.875210657464626
ENSG00000060237	WNK1	-0.5	0.153907232586816
ENSG00000060339	CCAR1	-0.8	0.0343942000354245
ENSG00000060491	OGFR	0.8	0.0216751498063415
ENSG00000060558	GNA15	0.6	0.0804454238594237
ENSG00000060688	SNRNP40	0.4	0.0556623723640927
ENSG00000060749	QSER1	-0.7	0.0783857042069911
ENSG00000060971	ACAA1	0.6	0.0334474651712716
ENSG00000060982	BCAT1	-0.5	0.40790226132967
ENSG00000061273	HDAC7	0.1	0.567401483713329
ENSG00000061676	NCKAP1	-0.4	0.361507632294459
ENSG00000061794	MRPS35	-0.2	0.403520982776734
ENSG00000061918	GUCY1B1	-0.3	0.619952843774094
ENSG00000061936	SFSWAP	-0.1	0.58465906874454
ENSG00000061938	TNK2	0.4	0.200748127682012
ENSG00000061987	MON2	-0.6	0.0783633778895662
ENSG00000062194	GPBP1	-0.3	0.548841710323974
ENSG00000062282	DGAT2	0.8	0.0286939798498638
ENSG00000062650	WAPL	-0.4	0.223810879858121
ENSG00000062716	VMP1	0.5	0.0324003515356696
ENSG00000062725	APPBP2	-0.4	0.196821396125187
ENSG00000062822	POLD1	0.2	0.623169379310263
ENSG00000063015	SEZ6	0.2	0.736595435177568
ENSG00000063127	SLC6A16	-0.4	0.169545231480192
ENSG00000063169	BICRA	-0.3	0.339102086222366
ENSG00000063176	SPHK2	0.4	0.2303426750755
ENSG00000063177	RPL18	0.7	0.0875529127291821
ENSG00000063180	CA11	0.5	0.162945595501458
ENSG00000063241	ISOC2	0.7	0.0352357138152672
ENSG00000063244	U2AF2	0.1	0.784081293963824
ENSG00000063245	EPN1	0.9	0.022026232781261
ENSG00000063322	MED29	0.2	0.21759750586071
ENSG00000063438	AHRR	0.7	0.131390682708375
ENSG00000063587	ZNF275	-0.5	0.0197423335558636
ENSG00000063601	MTMR1	-0.6	0.04536167962468
ENSG00000063660	GPC1	0.2	0.635929921804062
ENSG00000063761	ADCK1	0.2	0.450308803425166
ENSG00000063854	HAGH	0.4	0.182232128606272
ENSG00000063978	RNF4	0.1	0.531901784717552
ENSG00000064012	CASP8	0.2	0.348634835064486
ENSG00000064102	INTS13	-0.5	0.269819817391351
ENSG00000064115	TM7SF3	-0.2	0.395302952659201
ENSG00000064201	TSPAN32	0.4	0.269913619881897
ENSG00000064270	ATP2C2	0.8	0.0455805538419353
ENSG00000064309	CDON	-0.8	0.141187345531403
ENSG00000064313	TAF2	-0.7	0.0348695248305082
ENSG00000064393	HIPK2	-0.7	0.0333704120016691
ENSG00000064419	TNPO3	-0.2	0.537881154787925
ENSG00000064489	BORCS8-MEF2B	0.7	0.219058178108285
ENSG00000064490	RFXANK	0.7	0.0512394605792873
ENSG00000064545	TMEM161A	0.3	0.355559880127226
ENSG00000064547	LPAR2	0.8	0.0392468661391422
ENSG00000064601	CTSA	0.4	0.060733490517267
ENSG00000064607	SUGP2	-0.2	0.139143206472764
ENSG00000064651	SLC12A2	-0.9	0.0304864604875011
ENSG00000064652	SNX24	-0.5	0.268235907135435
ENSG00000064666	CNN2	0.3	0.305435645900339
ENSG00000064687	ABCA7	0.6	0.268652264030661
ENSG00000064703	DDX20	-0.2	0.553955655506395
ENSG00000064726	BTBD1	-0.4	0.284090987904573
ENSG00000064763	FAR2	0.3	0.339494051894616
ENSG00000064787	BCAS1	0.2	0.689725676359211
ENSG00000064886	CHI3L2	0.5	0.23078233076481
ENSG00000064932	SBNO2	0.6	0.138712717203589
ENSG00000064933	PMS1	-0.7	0.0219514870791197
ENSG00000064961	HMG20B	0.6	0.0427422702975555
ENSG00000064989	CALCRL	-0.5	0.339995517864995
ENSG00000064999	ANKS1A	-0.1	0.640260368272102
ENSG00000065000	AP3D1	0.1	0.670164202397695
ENSG00000065029	ZNF76	-0.1	0.541895969735038
ENSG00000065054	SLC9A3R2	0.4	0.385185759345196
ENSG00000065057	NTHL1	0.7	0.0753963863924718
ENSG00000065060	UHRF1BP1	-0.4	0.280422334498723
ENSG00000065135	GNAI3	0.1	0.702565843389341
ENSG00000065150	IPO5	-0.2	0.64270156819726
ENSG00000065154	OAT	0.1	0.682863295194286
ENSG00000065183	WDR3	-0.3	0.465146583158007
ENSG00000065243	PKN2	-0.6	0.186685116311316
ENSG00000065268	WDR18	0.7	0.0833142901599028
ENSG00000065308	TRAM2	-0.5	0.0732980260615662
ENSG00000065357	DGKA	-0.1	0.705568866877399
ENSG00000065413	ANKRD44	-0.7	0.0424181599366906
ENSG00000065427	KARS1	0.5	0.0842061096565551
ENSG00000065457	ADAT1	-0.2	0.424459748195035
ENSG00000065485	PDIA5	-0.1	0.747074850350571
ENSG00000065518	NDUFB4	0.5	0.0648768782785825
ENSG00000065526	SPEN	-0.3	0.229881726189865
ENSG00000065534	MYLK	0.4	0.159892967128651
ENSG00000065548	ZC3H15	-0.2	0.686052894588075
ENSG00000065559	MAP2K4	-0.1	0.743792463354661
ENSG00000065600	PACC1	-0.5	0.140203592555222
ENSG00000065613	SLK	-0.4	0.26992636808909
ENSG00000065615	CYB5R4	0.3	0.252772295448736
ENSG00000065618	COL17A1	0.4	0.529220243129746
ENSG00000065621	GSTO2	0.8	0.0486760026344539
ENSG00000065665	SEC61A2	-0.1	0.866383608902216
ENSG00000065675	PRKCQ	-0.4	0.159789641112022
ENSG00000065717	TLE2	-0.1	0.762797771389622
ENSG00000065802	ASB1	-0.3	0.187599256674631
ENSG00000065809	FAM107B	-0.4	0.196468279048566
ENSG00000065833	ME1	-0.2	0.71970971872296
ENSG00000065882	TBC1D1	0.4	0.04959930707849
ENSG00000065883	CDK13	-0.5	0.0468450752444586
ENSG00000065911	MTHFD2	0.1	0.806045794841669
ENSG00000065923	SLC9A7	-0.6	0.0234972000618366
ENSG00000065970	FOXJ2	-0.1	0.515322704535917
ENSG00000065978	YBX1	0.2	0.471406158255149
ENSG00000065989	PDE4A	0.5	0.0821192594474397
ENSG00000066027	PPP2R5A	0.3	0.125909623496258
ENSG00000066044	ELAVL1	-0.2	0.16049328645534
ENSG00000066056	TIE1	0.8	0.0792987593441761
ENSG00000066084	DIP2B	-0.3	0.366152405841839
ENSG00000066117	SMARCD1	0.2	0.266794778891932
ENSG00000066135	KDM4A	-0.1	0.820084412679208
ENSG00000066136	NFYC	0.5	0.0259782140675759
ENSG00000066230	SLC9A3	-0.4	0.436226859191516
ENSG00000066294	CD84	-0.5	0.116748079833994
ENSG00000066322	ELOVL1	0.5	0.0331309115783052
ENSG00000066336	SPI1	1.1	0.0127397127936991
ENSG00000066379	POLR1H	0.4	0.144199999778755
ENSG00000066422	ZBTB11	-0.7	0.125909623496258
ENSG00000066427	ATXN3	-0.3	0.0845423173653349
ENSG00000066455	GOLGA5	-0.3	0.376273421421451
ENSG00000066468	FGFR2	-0.8	0.175107799290859
ENSG00000066557	LRRC40	-0.6	0.199698759107689
ENSG00000066583	ISOC1	-0.5	0.16304334986904
ENSG00000066651	TRMT11	-0.8	0.0976956628035681
ENSG00000066654	THUMPD1	-0.6	0.133069827638478
ENSG00000066697	MSANTD3	0.2	0.652143828284619
ENSG00000066739	ATG2B	-0.7	0.0597087826210758
ENSG00000066777	ARFGEF1	-0.4	0.197343103939915
ENSG00000066827	ZFAT	0.5	0.0286784468044479
ENSG00000066855	MTFR1	-0.7	0.0847919268924416
ENSG00000066923	STAG3	-0.2	0.618838836067015
ENSG00000066926	FECH	-0.1	0.841873327376016
ENSG00000066933	MYO9A	-0.6	0.0425812856397505
ENSG00000067057	PFKP	0.1	0.626425984209099
ENSG00000067064	IDI1	-0.2	0.620266671220782
ENSG00000067066	SP100	0.2	0.570208655260596
ENSG00000067082	KLF6	-0.4	0.193208847277648
ENSG00000067113	PLPP1	-0.5	0.280318072279685
ENSG00000067141	NEO1	-0.6	0.0536567489895274
ENSG00000067167	TRAM1	-0.3	0.2327357574973
ENSG00000067182	TNFRSF1A	0.7	0.0192386291150123
ENSG00000067191	CACNB1	0.4	0.0273751821293349
ENSG00000067208	EVI5	-0.4	0.185105502087976
ENSG00000067221	STOML1	0.3	0.443886101667756
ENSG00000067225	PKM	0.5	0.0390118109988679
ENSG00000067365	METTL22	0.2	0.284592050572313
ENSG00000067369	TP53BP1	-0.3	0.31826345967182
ENSG00000067445	TRO	-0.2	0.686324006459023
ENSG00000067533	RRP15	-0.5	0.0882515704351027
ENSG00000067560	RHOA	0.4	0.0482948454440772
ENSG00000067596	DHX8	0.3	0.118464024563153
ENSG00000067601	PMS2P4	-0.5	0.339494051894616
ENSG00000067606	PRKCZ	0.7	0.0382326696511375
ENSG00000067646	ZFY	-0.1	0.876275945836361
ENSG00000067704	IARS2	-0.4	0.197400625999844
ENSG00000067829	IDH3G	0.7	0.0297488495289273
ENSG00000067836	ROGDI	0.8	0.0307823983765771
ENSG00000067900	ROCK1	-0.9	0.0632851515800846
ENSG00000067955	CBFB	-0.5	0.0690877419128856
ENSG00000067992	PDK3	0.5	0.036867263811304
ENSG00000068001	HYAL2	0.5	0.0673011062535746
ENSG00000068024	HDAC4	-0.2	0.480654938206919
ENSG00000068028	RASSF1	0.4	0.176858078460377
ENSG00000068079	IFI35	1.1	0.0221184113218641
ENSG00000068097	HEATR6	-0.5	0.0874398857469273
ENSG00000068120	COASY	0.4	0.113321183190468
ENSG00000068137	PLEKHH3	0.5	0.407681678361773
ENSG00000068305	MEF2A	-0.3	0.409435643392166
ENSG00000068308	OTUD5	0.4	0.0830013807815863
ENSG00000068323	TFE3	0.6	0.0255293636585308
ENSG00000068354	TBC1D25	0.5	0.0223444893686078
ENSG00000068366	ACSL4	-0.4	0.279611343642163
ENSG00000068383	INPP5A	0.2	0.527127076904136
ENSG00000068394	GPKOW	0.5	0.0667554758819507
ENSG00000068400	GRIPAP1	0.1	0.665508991008304
ENSG00000068438	FTSJ1	-0.3	0.107033070922348
ENSG00000068489	PRR11	0.1	0.84000001577055
ENSG00000068650	ATP11A	-0.5	0.0919442212051594
ENSG00000068654	POLR1A	-0.5	0.0141419125435863
ENSG00000068697	LAPTM4A	0.4	0.0219514870791197
ENSG00000068724	TTC7A	0.1	0.449074523382909
ENSG00000068784	SRBD1	0.2	0.612243568158528
ENSG00000068796	KIF2A	-0.6	0.165939890657139
ENSG00000068831	RASGRP2	0.2	0.468107874389251
ENSG00000068878	PSME4	-0.1	0.687459763414821
ENSG00000068885	IFT80	-1.0	0.0210266864030182
ENSG00000068903	SIRT2	0.7	0.0179528425392379
ENSG00000068912	ERLEC1	-0.2	0.559486589076621
ENSG00000068971	PPP2R5B	0.5	0.127628164742819
ENSG00000068976	PYGM	0.6	0.104846313438431
ENSG00000069020	MAST4	-0.4	0.324258937083636
ENSG00000069188	SDK2	-0.8	0.0184245282767441
ENSG00000069248	NUP133	-0.2	0.467568189623568
ENSG00000069275	NUCKS1	-0.3	0.201376323982131
ENSG00000069329	VPS35	0.1	0.438197355253738
ENSG00000069399	BCL3	0.8	0.0461820890979102
ENSG00000069424	KCNAB2	0.5	0.0702161657958368
ENSG00000069493	CLEC2D	-0.5	0.0588346984862952
ENSG00000069509	FUNDC1	-0.1	0.796823683735445
ENSG00000069667	RORA	-0.9	0.0304832719600444
ENSG00000069696	DRD4	0.6	0.241865343784566
ENSG00000069702	TGFBR3	-0.7	0.112673168328789
ENSG00000069849	ATP1B3	-0.1	0.835996133329994
ENSG00000069869	NEDD4	-0.9	0.040451897527462
ENSG00000069943	PIGB	0.1	0.743951763777344
ENSG00000069956	MAPK6	-0.9	0.049070644766061
ENSG00000069966	GNB5	-0.4	0.180013569072026
ENSG00000069998	HDHD5	-0.2	0.405757662492051
ENSG00000070010	UFD1	0.5	0.0144163925042116
ENSG00000070018	LRP6	-0.4	0.477740292649568
ENSG00000070019	GUCY2C	0.1	0.842703089917032
ENSG00000070031	SCT	0.8	0.189753915248673
ENSG00000070047	PHRF1	-0.1	0.584991855268941
ENSG00000070061	ELP1	-0.5	0.042452652307196
ENSG00000070081	NUCB2	-0.2	0.387820521775904
ENSG00000070087	PFN2	-0.9	0.0171897028889736
ENSG00000070190	DAPP1	-0.2	0.655887223163766
ENSG00000070214	SLC44A1	-0.2	0.447588748521893
ENSG00000070269	TMEM260	-0.3	0.444317630457249
ENSG00000070366	SMG6	-0.3	0.106393335828514
ENSG00000070367	EXOC5	-0.7	0.0715475146253308
ENSG00000070371	CLTCL1	0.5	0.202812609664277
ENSG00000070404	FSTL3	0.5	0.173900365671733
ENSG00000070413	DGCR2	0.3	0.202088507628702
ENSG00000070423	RNF126	0.4	0.287277931195081
ENSG00000070444	MNT	0.2	0.387619693121579
ENSG00000070476	ZXDC	-0.2	0.301600506944812
ENSG00000070495	JMJD6	0.3	0.115118807106506
ENSG00000070501	POLB	0.7	0.0183096397082663
ENSG00000070526	ST6GALNAC1	-0.2	0.60699071575474
ENSG00000070540	WIPI1	0.1	0.729839302760535
ENSG00000070610	GBA2	0.3	0.0969865825613177
ENSG00000070614	NDST1	0.3	0.102861532495236
ENSG00000070669	ASNS	-0.7	0.128559106391394
ENSG00000070718	AP3M2	-0.5	0.0329448986467464
ENSG00000070731	ST6GALNAC2	0.6	0.0931239036288942
ENSG00000070756	PABPC1	-0.2	0.444285509776445
ENSG00000070761	CFAP20	0.1	0.653190936637264
ENSG00000070770	CSNK2A2	-0.2	0.468657324074791
ENSG00000070785	EIF2B3	0.6	0.0853150913363156
ENSG00000070814	TCOF1	-0.2	0.156435538008957
ENSG00000070831	CDC42	-0.3	0.478989820284636
ENSG00000070882	OSBPL3	-0.7	0.0101728811700164
ENSG00000070915	SLC12A3	0.2	0.732716489247878
ENSG00000070950	RAD18	-0.3	0.270492356514233
ENSG00000070961	ATP2B1	-0.5	0.231120713306714
ENSG00000071054	MAP4K4	0.1	0.694759773790335
ENSG00000071073	MGAT4A	-0.8	0.0330512308911268
ENSG00000071082	RPL31	1.0	0.00971952379495324
ENSG00000071127	WDR1	0.4	0.0151756876168787
ENSG00000071189	SNX13	-0.6	0.126363747367288
ENSG00000071205	ARHGAP10	0.2	0.607611908967437
ENSG00000071242	RPS6KA2	-0.4	0.122144142980205
ENSG00000071243	ING3	-0.4	0.274593363388731
ENSG00000071246	VASH1	0.1	0.788946088648299
ENSG00000071462	BUD23	0.2	0.45494287764841
ENSG00000071537	SEL1L	-0.5	0.161090530115472
ENSG00000071553	ATP6AP1	0.4	0.0968135782292792
ENSG00000071564	TCF3	-0.1	0.75266678637705
ENSG00000071575	TRIB2	-0.7	0.0187019684538521
ENSG00000071626	DAZAP1	-0.1	0.633243864539086
ENSG00000071655	MBD3	0.8	0.0422644753826801
ENSG00000071794	HLTF	-0.8	0.0695543886337132
ENSG00000071859	FAM50A	0.8	0.0145565992643886
ENSG00000071889	FAM3A	0.6	0.0817751650935321
ENSG00000071894	CPSF1	0.4	0.142770820230661
ENSG00000071967	CYBRD1	0.2	0.700451851425516
ENSG00000072042	RDH11	-0.4	0.0446680271464974
ENSG00000072062	PRKACA	0.6	0.0103212101068182
ENSG00000072071	ADGRL1	-0.1	0.606543036796641
ENSG00000072110	ACTN1	0.3	0.249103706551323
ENSG00000072121	ZFYVE26	-0.2	0.451325709992795
ENSG00000072134	EPN2	0.2	0.634182681069479
ENSG00000072135	PTPN18	0.4	0.0397263347492396
ENSG00000072163	LIMS2	0.7	0.0799376124929811
ENSG00000072195	SPEG	-0.1	0.908965827660334
ENSG00000072201	LNX1	-0.3	0.592699862812498
ENSG00000072210	ALDH3A2	-0.3	0.225379068463119
ENSG00000072274	TFRC	-0.3	0.325711555437829
ENSG00000072310	SREBF1	0.1	0.733173241385481
ENSG00000072364	AFF4	-0.8	0.0334695337063584
ENSG00000072401	UBE2D1	0.1	0.720812477624189
ENSG00000072415	MPP5	-0.6	0.118795806033584
ENSG00000072422	RHOBTB1	-0.2	0.651429870183827
ENSG00000072501	SMC1A	-0.5	0.0676840282702959
ENSG00000072506	HSD17B10	0.8	0.0318905386190286
ENSG00000072518	MARK2	0.5	0.0531922747517353
ENSG00000072682	P4HA2	-0.6	0.187457149755544
ENSG00000072694	FCGR2B	0.7	0.115951632721266
ENSG00000072736	NFATC3	-0.5	0.124502395514751
ENSG00000072756	TRNT1	-0.3	0.302834680965753
ENSG00000072778	ACADVL	0.6	0.0403987087914051
ENSG00000072786	STK10	0.3	0.0745311951164079
ENSG00000072803	FBXW11	-0.5	0.142071223993009
ENSG00000072818	ACAP1	0.5	0.142770820230661
ENSG00000072840	EVC	-0.4	0.438717031696461
ENSG00000072849	DERL2	0.4	0.0340476587290601
ENSG00000072858	SIDT1	-0.4	0.0418093755477909
ENSG00000072864	NDE1	0.2	0.177572263489821
ENSG00000072952	IRAG1	0.6	0.0892416837410452
ENSG00000072954	TMEM38A	0.6	0.0783633778895662
ENSG00000072958	AP1M1	0.3	0.16061373781779
ENSG00000073050	XRCC1	0.6	0.0344729453404043
ENSG00000073060	SCARB1	0.4	0.044950631286847
ENSG00000073111	MCM2	-0.3	0.187388592205831
ENSG00000073150	PANX2	0.9	0.0321860049781232
ENSG00000073169	SELENOO	0.7	0.0606808200017538
ENSG00000073331	ALPK1	0.2	0.579131650163612
ENSG00000073350	LLGL2	0.2	0.463712692869214
ENSG00000073417	PDE8A	-0.5	0.109332246903938
ENSG00000073464	CLCN4	0.2	0.557010697270101
ENSG00000073536	NLE1	0.1	0.842703089917032
ENSG00000073584	SMARCE1	-0.6	0.0674428034707397
ENSG00000073605	GSDMB	-0.1	0.827120979864658
ENSG00000073614	KDM5A	-0.2	0.54861913764203
ENSG00000073737	DHRS9	0.4	0.316504516673234
ENSG00000073756	PTGS2	-0.9	0.033699644965318
ENSG00000073803	MAP3K13	0.1	0.841762367027142
ENSG00000073849	ST6GAL1	-0.6	0.0542604345340436
ENSG00000073910	FRY	-0.2	0.466194836498316
ENSG00000073921	PICALM	-0.1	0.685342860389102
ENSG00000074054	CLASP1	-0.2	0.323336962257096
ENSG00000074071	MRPS34	0.7	0.0680797622771446
ENSG00000074219	TEAD2	-0.2	0.662259418330301
ENSG00000074266	EED	-0.3	0.315350624562237
ENSG00000074276	CDHR2	-0.4	0.354248708022132
ENSG00000074319	TSG101	0.5	0.029886512003721
ENSG00000074356	NCBP3	-0.3	0.137248169130005
ENSG00000074370	ATP2A3	0.3	0.223817774582725
ENSG00000074416	MGLL	0.5	0.124479139507888
ENSG00000074527	NTN4	-0.6	0.332848838001705
ENSG00000074582	BCS1L	0.2	0.532603603002619
ENSG00000074590	NUAK1	0.1	0.899064088138748
ENSG00000074603	DPP8	-0.6	0.116745631858206
ENSG00000074621	SLC24A1	-0.5	0.0917848490829524
ENSG00000074657	ZNF532	-0.8	0.0534709561285424
ENSG00000074695	LMAN1	-0.6	0.155791280379214
ENSG00000074696	HACD3	-0.5	0.206453351647838
ENSG00000074706	IPCEF1	-0.4	0.160358319848911
ENSG00000074755	ZZEF1	-0.2	0.230803749649489
ENSG00000074800	ENO1	0.5	0.0317756816186901
ENSG00000074803	SLC12A1	0.9	0.100187380654863
ENSG00000074842	MYDGF	0.6	0.109693297330959
ENSG00000074855	ANO8	-0.3	0.208194489932522
ENSG00000074935	TUBE1	-0.8	0.0686900892978262
ENSG00000074964	ARHGEF10L	0.1	0.700215120067044
ENSG00000074966	TXK	-1.1	0.00522661364360351
ENSG00000075089	ACTR6	-0.2	0.590840004311556
ENSG00000075131	TIPIN	-0.3	0.551458326141721
ENSG00000075142	SRI	0.4	0.0695060531969224
ENSG00000075151	EIF4G3	-0.4	0.266400608858811
ENSG00000075188	NUP37	0.1	0.716331239855902
ENSG00000075223	SEMA3C	-0.7	0.118464024563153
ENSG00000075234	TTC38	0.4	0.16620140067061
ENSG00000075239	ACAT1	0.3	0.267128495338386
ENSG00000075240	GRAMD4	-0.2	0.577990581546808
ENSG00000075275	CELSR1	-0.4	0.111335919612289
ENSG00000075292	ZNF638	-0.4	0.256317409745561
ENSG00000075303	SLC25A40	-0.7	0.0544433508445155
ENSG00000075336	TIMM21	-0.5	0.0705425184999367
ENSG00000075340	ADD2	-0.4	0.19664845616092
ENSG00000075391	RASAL2	-0.4	0.435290005706365
ENSG00000075399	VPS9D1	0.7	0.0753963863924718
ENSG00000075407	ZNF37A	-0.4	0.14032170736273
ENSG00000075415	SLC25A3	0.2	0.220484045602608
ENSG00000075420	FNDC3B	-0.3	0.423696316737624
ENSG00000075426	FOSL2	0.1	0.725319201658251
ENSG00000075539	FRYL	-0.6	0.112345360074368
ENSG00000075568	TMEM131	-0.3	0.274195470894867
ENSG00000075618	FSCN1	0.4	0.313821198357103
ENSG00000075624	ACTB	0.3	0.0818950209642794
ENSG00000075651	PLD1	-0.1	0.646402283695863
ENSG00000075702	WDR62	0.1	0.781405001377505
ENSG00000075711	DLG1	-0.4	0.243930886509063
ENSG00000075785	RAB7A	0.4	0.0440737416836352
ENSG00000075790	BCAP29	-0.1	0.755423194887303
ENSG00000075826	SEC31B	-0.1	0.518347680852899
ENSG00000075856	SART3	-0.3	0.182434675323429
ENSG00000075884	ARHGAP15	0.3	0.206530871661338
ENSG00000075914	EXOSC7	0.3	0.315991502521831
ENSG00000075945	KIFAP3	-0.3	0.315292870892404
ENSG00000075975	MKRN2	-0.1	0.704650495906819
ENSG00000076043	REXO2	-0.3	0.100966145258062
ENSG00000076067	RBMS2	0.3	0.431246205141896
ENSG00000076108	BAZ2A	-0.2	0.404807311795953
ENSG00000076201	PTPN23	0.2	0.450006175520807
ENSG00000076242	MLH1	0.2	0.59190748584849
ENSG00000076248	UNG	-0.1	0.634726339449201
ENSG00000076258	FMO4	-0.4	0.224047183372316
ENSG00000076321	KLHL20	-0.6	0.0967662507807456
ENSG00000076351	SLC46A1	-0.5	0.125931350002521
